"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"8","regular","2025-10-18T20:00:00.000Z","false","2486","Pacific Lutheran","iii","Northwest","","205","Pacific (OR)","iii","Northwest",""
"8","regular","2025-10-18T20:00:00.000Z","false","2191","East Central (OK)","ii","Great American","","319","Oklahoma Baptist","ii","Great American",""
"8","regular","2025-10-18T20:00:00.000Z","false","2746","Wittenberg","iii","North Coast","","2171","Denison University","iii","North Coast",""
"8","regular","2025-10-18T20:00:00.000Z","false","17","Claremont-Mudd-Scripps College","iii","So. Cal.","","2318","La Verne","iii","So. Cal.",""
"8","regular","2025-10-18T20:00:00.000Z","false","122666","Wilson","ii","Carolinas","","2804","Chowan","ii","Carolinas",""
"8","regular","2025-10-18T20:00:00.000Z","false","2560","Shorter","ii","Carolinas","","101784","ERSKINE","ii","Carolinas",""
"8","regular","2025-10-18T20:00:00.000Z","false","2320","Lamar","fcs","Southland","","292","UT Rio Grande Valley","fcs","Southland",""
"8","regular","2025-10-18T20:00:00.000Z","false","2710","Western Illinois","fcs","Big South-OVC","","2127","Charleston Southern","fcs","Big South-OVC",""
"8","regular","2025-10-18T20:00:00.000Z","false","50","Florida A&M","fcs","SWAC","","2016","Alcorn State","fcs","SWAC",""
"8","regular","2025-10-18T20:05:00.000Z","false","2848","Western Oregon","ii","Lone Star","","110243","UT Permian Basin","ii","Lone Star",""
"8","regular","2025-10-18T20:30:00.000Z","false","101161","LYONCOLL","iii","Southern Collegiate Athletic","","101442","CENTENARY","iii","Southern Collegiate Athletic",""
"8","regular","2025-10-18T20:30:00.000Z","false","415","NEWBERG","iii","Northwest","","2333","Lewis & Clark College","iii","Northwest",""
"8","regular","2025-10-18T21:00:00.000Z","false","425","Northern State","ii","Northern Sun","","2587","Southwest Minnesota State","ii","Northern Sun",""
"8","regular","2025-10-18T21:00:00.000Z","false","452","Endicott College","iii","Commonwealth Coast","","2702","Western New England","iii","Commonwealth Coast",""
"8","regular","2025-10-18T21:00:00.000Z","false","2545","SE Louisiana","fcs","Southland","","2466","Northwestern State","fcs","Southland",""
"8","regular","2025-10-18T21:00:00.000Z","false","2502","Portland State","fcs","Big Sky","","2692","Weber State","fcs","Big Sky",""
"8","regular","2025-10-18T21:30:00.000Z","false","2916","Incarnate Word","fcs","Southland","","2837","East Texas A&M","fcs","Southland",""
"8","regular","2025-10-18T21:30:00.000Z","false","2634","Tennessee State","fcs","Big South-OVC","","47","Howard","fcs","MEAC",""
"8","regular","2025-10-18T22:00:00.000Z","false","2444","Newberry","ii","South Atlantic","","2369","Mars Hill","ii","South Atlantic",""
"8","regular","2025-10-18T22:05:00.000Z","false","2188","East Stroudsburg University","ii","Pennsylvania State Athletic","","2559","Shippensburg","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T22:30:00.000Z","false","258","Virginia","fbs","ACC","","265","Washington State","fbs","Pac-12",""
"8","regular","2025-10-18T23:00:00.000Z","false","74","Millikin","iii","CCIW","","306","Illinois Wesleyan","iii","CCIW",""
"8","regular","2025-10-18T23:00:00.000Z","false","36","Colorado State","fbs","Mountain West","","62","Hawai'i","fbs","Mountain West",""
"8","regular","2025-10-18T23:00:00.000Z","false","137","Missouri Western","ii","Mid America","","90","Pittsburg St","ii","Mid America",""
"8","regular","2025-10-18T23:00:00.000Z","false","2121","Centre College Kentucky","iii","Southern Athletic","","2588","Southwestern University","iii","Southern Athletic",""
"8","regular","2025-10-18T23:00:00.000Z","false","2377","McNeese","fcs","Southland","","2277","Houston Christian","fcs","Southland",""
"8","regular","2025-10-18T23:00:00.000Z","false","2617","Stephen F. Austin","fcs","Southland","","2447","Nicholls","fcs","Southland",""
"8","regular","2025-10-18T23:00:00.000Z","false","93","Murray State","fcs","MVFC","","2571","South Dakota State","fcs","MVFC",""
"8","regular","2025-10-18T23:00:00.000Z","false","331","Eastern Washington","fcs","Big Sky","","70","Idaho","fcs","Big Sky",""
"8","regular","2025-10-18T23:00:00.000Z","false","2453","North Alabama","fcs","UAC","","2198","Eastern Kentucky","fcs","UAC",""
"8","regular","2025-10-18T23:00:00.000Z","false","2627","Tarleton State","fcs","UAC","","2698","West Georgia","fcs","UAC",""
"8","regular","2025-10-18T23:30:00.000Z","false","87","Notre Dame","fbs","FBS Independents","","30","USC","fbs","Big Ten",""
"8","regular","2025-10-19T00:00:00.000Z","false","2122","Central Oklahoma","ii","Mid America","","2214","Emporia State University","ii","Mid America",""
"8","regular","2025-10-19T00:00:00.000Z","false","2704","West Texas A&M","ii","Lone Star","","2201","Eastern New Mexico","ii","Lone Star",""
"8","regular","2025-10-19T00:30:00.000Z","false","253","Southern Utah","fcs","UAC","","2000","Abilene Christian","fcs","UAC",""
"8","regular","2025-10-19T01:00:00.000Z","false","16","Sacramento State","fcs","Big Sky","","2458","Northern Colorado","fcs","Big Sky",""
"8","regular","2025-10-19T01:00:00.000Z","false","2703","Western New Mexico","ii","Lone Star","","2834","Sul Ross State","ii","Lone Star",""
"8","regular","2025-10-19T01:00:00.000Z","false","2120","Central Washington","ii","Lone Star","","2658","Texas A&M-Kingsville","ii","Lone Star",""
"8","regular","2025-10-19T02:00:00.000Z","false","29","Redlands","iii","So. Cal.","","2923","Pomona Pitzer","iii","So. Cal.",""
"8","regular","2025-10-19T02:00:00.000Z","false","2094","California Lutheran University","iii","So. Cal.","","411","Chapman","iii","So. Cal.",""
"8","regular","2025-10-19T02:00:00.000Z","false","204","Oregon State","fbs","Pac-12","","322","Lafayette","fcs","Patriot",""
"8","regular","2025-10-19T02:30:00.000Z","false","24","Stanford","fbs","ACC","","52","Florida State","fbs","ACC",""
"9","regular","2025-10-21T23:00:00.000Z","false","2229","Florida International","fbs","Conference USA","","338","Kennesaw State","fbs","Conference USA",""
"9","regular","2025-10-21T23:30:00.000Z","false","2348","Louisiana Tech","fbs","Conference USA","","98","Western Kentucky","fbs","Conference USA",""
"9","regular","2025-10-22T23:30:00.000Z","false","48","Delaware","fbs","Conference USA","","2393","Middle Tennessee","fbs","Conference USA",""
"9","regular","2025-10-23T01:00:00.000Z","false","166","New Mexico State","fbs","Conference USA","","2623","Missouri State","fbs","Conference USA",""
"9","regular","2025-10-23T23:30:00.000Z","false","2247","Georgia State","fbs","Sun Belt","","6","South Alabama","fbs","Sun Belt",""
"9","regular","2025-10-24T22:00:00.000Z","false","159","Dartmouth","fcs","Ivy","","171","Columbia","fcs","Ivy",""
"9","regular","2025-10-24T23:00:00.000Z","false","2429","Charlotte","fbs","American Athletic","","249","North Texas","fbs","American Athletic",""
"9","regular","2025-10-24T23:30:00.000Z","false","259","Virginia Tech","fbs","ACC","","25","California","fbs","ACC",""
"9","regular","2025-10-25T02:00:00.000Z","false","2440","Nevada","fbs","Mountain West","","68","Boise State","fbs","Mountain West",""
"9","regular","2025-10-25T02:30:00.000Z","false","16","Sacramento State","fcs","Big Sky","","149","Montana","fcs","Big Sky",""
"9","regular","2025-10-25T04:00:00.000Z","false","2641","Texas Tech","fbs","Big 12","","197","Oklahoma State","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","264","Washington","fbs","Big Ten","","356","Illinois","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","201","Oklahoma","fbs","SEC","","145","Ole Miss","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2385","Mercyhurst","fcs","NEC","","284","Stonehill","fcs","NEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2504","Prairie View A&M","fcs","SWAC","","124179","Lincoln (CA)","ii","Independent DII",""
"9","regular","2025-10-25T04:00:00.000Z","false","2598","St. Francis (PA)","fcs","NEC","","2523","Robert Morris","fcs","NEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","9","Arizona State","fbs","Big 12","","248","Houston","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","2132","Cincinnati","fbs","Big 12","","239","Baylor","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","2459","Northern Illinois","fbs","Mid-American","","2050","Ball State","fbs","Mid-American",""
"9","regular","2025-10-25T04:00:00.000Z","false","277","West Virginia","fbs","Big 12","","2628","TCU","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","66","Iowa State","fbs","Big 12","","252","BYU","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","2305","Kansas","fbs","Big 12","","2306","Kansas State","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","2294","Iowa","fbs","Big Ten","","135","Minnesota","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","59","Georgia Tech","fbs","ACC","","183","Syracuse","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","221","Pittsburgh","fbs","ACC","","152","NC State","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2309","Kent State","fbs","Mid-American","","189","Bowling Green","fbs","Mid-American",""
"9","regular","2025-10-25T04:00:00.000Z","false","2582","Southern","fcs","SWAC","","50","Florida A&M","fcs","SWAC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2571","South Dakota State","fcs","MVFC","","2449","North Dakota State","fcs","MVFC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2483","Oregon","fbs","Big Ten","","275","Wisconsin","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","153","North Carolina","fbs","ACC","","258","Virginia","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2390","Miami","fbs","ACC","","24","Stanford","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","8","Arkansas","fbs","SEC","","2","Auburn","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","278","Fresno State","fbs","Mountain West","","21","San Diego State","fbs","Mountain West",""
"9","regular","2025-10-25T04:00:00.000Z","false","2339","Lincoln (PA)","ii","CIAA","","2207","Elizabeth City State","ii","CIAA",""
"9","regular","2025-10-25T04:00:00.000Z","false","2825","Quincy","ii","Great Lakes","","2402","Missouri S&T","ii","Great Lakes",""
"9","regular","2025-10-25T04:00:00.000Z","false","2695","West Alabama","ii","Gulf South","","2170","Delta State","ii","Gulf South",""
"9","regular","2025-10-25T04:00:00.000Z","false","344","Mississippi State","fbs","SEC","","251","Texas","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2403","Missouri Southern State","ii","Mid America","","137","Missouri Western","ii","Mid America",""
"9","regular","2025-10-25T04:00:00.000Z","false","2084","Buffalo","fbs","Mid-American","","2006","Akron","fbs","Mid-American",""
"9","regular","2025-10-25T04:00:00.000Z","false","2572","Southern Miss","fbs","Sun Belt","","2433","UL Monroe","fbs","Sun Belt",""
"9","regular","2025-10-25T04:00:00.000Z","false","2653","Troy","fbs","Sun Belt","","309","Louisiana","fbs","Sun Belt",""
"9","regular","2025-10-25T04:00:00.000Z","false","2579","South Carolina","fbs","SEC","","333","Alabama","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2199","Eastern Michigan","fbs","Mid-American","","195","Ohio","fbs","Mid-American",""
"9","regular","2025-10-25T04:00:00.000Z","false","238","Vanderbilt","fbs","SEC","","142","Missouri","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","254","Utah","fbs","Big 12","","38","Colorado","fbs","Big 12",""
"9","regular","2025-10-25T04:00:00.000Z","false","295","Old Dominion","fbs","Sun Belt","","2026","App State","fbs","Sun Belt",""
"9","regular","2025-10-25T04:00:00.000Z","false","158","Nebraska","fbs","Big Ten","","77","Northwestern","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","84","Indiana","fbs","Big Ten","","26","UCLA","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","154","Wake Forest","fbs","ACC","","2567","SMU","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","97","Louisville","fbs","ACC","","103","Boston College","fbs","ACC",""
"9","regular","2025-10-25T04:00:00.000Z","false","242","Rice","fbs","American Athletic","","41","UConn","fbs","FBS Independents",""
"9","regular","2025-10-25T04:00:00.000Z","false","2986","Fairmont State","ii","Mountain East","","2128","University Of Charleston (WV)","ii","Mountain East",""
"9","regular","2025-10-25T04:00:00.000Z","false","127","Michigan State","fbs","Big Ten","","130","Michigan","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","202","Tulsa","fbs","American Athletic","","218","Temple","fbs","American Athletic",""
"9","regular","2025-10-25T04:00:00.000Z","false","2509","Purdue","fbs","Big Ten","","164","Rutgers","fbs","Big Ten",""
"9","regular","2025-10-25T04:00:00.000Z","false","235","Memphis","fbs","American Athletic","","58","South Florida","fbs","American Athletic",""
"9","regular","2025-10-25T04:00:00.000Z","false","99","LSU","fbs","SEC","","245","Texas A&M","fbs","SEC",""
"9","regular","2025-10-25T04:00:00.000Z","false","2148","Concord University","ii","Mountain East","","455","West Virginia Wesleyan","ii","Mountain East",""
"9","regular","2025-10-25T04:00:00.000Z","false","2884","Nichols College","iii","Commonwealth Coast","","452","Endicott College","iii","Commonwealth Coast",""
"9","regular","2025-10-25T04:00:00.000Z","false","96","Kentucky","fbs","SEC","","2633","Tennessee","fbs","SEC",""
"9","regular","2025-10-25T16:00:00.000Z","false","81","Springfield","iii","NEWMAC","","2383","Merchant Marine Academy","iii","NEWMAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","43","Yale","fcs","Ivy","","219","Pennsylvania","fcs","Ivy",""
"9","regular","2025-10-25T16:00:00.000Z","false","2749","Worcester Polytechnic Institute","iii","NEWMAC","","2951","SUNY Maritime","iii","NEWMAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","110","Mass Maritime","iii","MSCAC","","2967","Framingham State","iii","MSCAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","18","Bridgewater State","iii","MSCAC","","379","UMass Dartmouth","iii","MSCAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","2808","Delaware Valley","iii","Mid Atlantic","","471","Stevenson","iii","Mid Atlantic",""
"9","regular","2025-10-25T16:00:00.000Z","false","2015","Albright","iii","Mid Atlantic","","2221","FDU-Florham","iii","Mid Atlantic",""
"9","regular","2025-10-25T16:00:00.000Z","false","109","MIT","iii","NEWMAC","","2776","Salve Regina","iii","NEWMAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","40","Curry College","iii","Commonwealth Coast","","2702","Western New England","iii","Commonwealth Coast",""
"9","regular","2025-10-25T16:00:00.000Z","false","2060","Bentley","ii","Northeast 10","","2487","Pace","ii","Northeast 10",""
"9","regular","2025-10-25T16:00:00.000Z","false","2038","Assumption","ii","Northeast 10","","2022","American International","ii","Northeast 10",""
"9","regular","2025-10-25T16:00:00.000Z","false","2644","Thiel","iii","Presidents'","","2963","Case Western Reserve","iii","Presidents'",""
"9","regular","2025-10-25T16:00:00.000Z","false","2422","Muhlenberg","iii","Centennial","","2102","Carnegie Mellon","iii","Presidents'",""
"9","regular","2025-10-25T16:00:00.000Z","false","2828","Shenandoah","iii","Old Dominion","","2047","Averett","iii","Old Dominion",""
"9","regular","2025-10-25T16:00:00.000Z","false","131108","New England College","","","","274","Maine Maritime","iii","Commonwealth Coast",""
"9","regular","2025-10-25T16:00:00.000Z","false","286","North Carolina Wesleyan","iii","USA South","","2896","Southern Virginia","iii","USA South",""
"9","regular","2025-10-25T16:00:00.000Z","false","2557","Coast Guard","iii","NEWMAC","","2467","Norwich","iii","NEWMAC",""
"9","regular","2025-10-25T16:00:00.000Z","false","293","Castleton","iii","New Jersey","","2818","Montclair State","iii","New Jersey",""
"9","regular","2025-10-25T16:00:00.000Z","false","3110","SUNY Morrisville","iii","Empire 8","","2781","Brockport","iii","Empire 8",""
"9","regular","2025-10-25T16:00:00.000Z","false","2974","Shepherd","ii","Pennsylvania State Athletic","","2188","East Stroudsburg University","ii","Pennsylvania State Athletic",""
