"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"12","regular","2025-11-15T17:00:00.000Z","false","2373","Maryville College (TN)","iii","USA South","","386","Trinity University TX","iii","Southern Athletic",""
"12","regular","2025-11-15T17:00:00.000Z","false","109","MIT","iii","NEWMAC","","2467","Norwich","iii","NEWMAC",""
"12","regular","2025-11-15T17:00:00.000Z","false","398","Wilkes","iii","Landmark Conference","","2843","Western Connecticut St","iii","MSCAC",""
"12","regular","2025-11-15T17:00:00.000Z","false","2083","Bucknell","fcs","Patriot","","107","Holy Cross","fcs","Patriot",""
"12","regular","2025-11-15T17:00:00.000Z","false","171","Columbia","fcs","Ivy","","225","Brown","fcs","Ivy",""
"12","regular","2025-11-15T17:30:00.000Z","false","323","Moravian","iii","Landmark Conference","","216","Susquehanna","iii","Landmark Conference",""
"12","regular","2025-11-15T18:00:00.000Z","false","2800","Alma","iii","Michigan","","2003","Adrian","iii","Michigan",""
"12","regular","2025-11-15T18:00:00.000Z","false","2790","Albion","iii","Michigan","","129738","Calvin University","iii","Michigan",""
"12","regular","2025-11-15T18:00:00.000Z","false","2812","Hope College","iii","Michigan","","354","Olivet College","iii","Michigan",""
"12","regular","2025-11-15T18:00:00.000Z","false","222","Villanova","fcs","CAA","","2619","Stony Brook","fcs","CAA",""
"12","regular","2025-11-15T18:00:00.000Z","false","231","Furman","fcs","Southern","","2678","VMI","fcs","Southern",""
"12","regular","2025-11-15T18:00:00.000Z","false","2151","Concordia University Chicago","iii","NACC","","2044","Aurora","iii","NACC",""
"12","regular","2025-11-15T18:00:00.000Z","false","409","Concordia-Wisconsin","iii","NACC","","101","Eureka College","iii","NACC",""
"12","regular","2025-11-15T18:00:00.000Z","false","2171","Denison University","iii","North Coast","","2302","John Carroll University","iii","Ohio",""
"12","regular","2025-11-15T18:00:00.000Z","false","2534","Sam Houston","fbs","Conference USA","","48","Delaware","fbs","Conference USA",""
"12","regular","2025-11-15T18:00:00.000Z","false","2142","Colgate","fcs","Patriot","","2329","Lehigh","fcs","Patriot",""
"12","regular","2025-11-15T18:00:00.000Z","false","46","Georgetown","fcs","Patriot","","2230","Fordham","fcs","Patriot",""
"12","regular","2025-11-15T18:00:00.000Z","false","2274","Hiram College","iii","Presidents'","","146","Grove City College","iii","Presidents'",""
"12","regular","2025-11-15T18:00:00.000Z","false","2980","Ohio Wesleyan","iii","North Coast","","391","Oberlin","iii","North Coast",""
"12","regular","2025-11-15T18:00:00.000Z","false","2746","Wittenberg","iii","North Coast","","352","Kenyon","iii","North Coast",""
"12","regular","2025-11-15T18:00:00.000Z","false","2047","Averett","iii","Old Dominion","","131109","Roanoke College","","",""
"12","regular","2025-11-15T18:00:00.000Z","false","2516","Randolph-Macon","iii","Old Dominion","","297","Hampden-Sydney","iii","Old Dominion",""
"12","regular","2025-11-15T18:00:00.000Z","false","2828","Shenandoah","iii","Old Dominion","","2688","Washington and Lee","iii","Old Dominion",""
"12","regular","2025-11-15T18:00:00.000Z","false","2018","Allegheny","iii","Presidents'","","2062","Bethany (WV)","iii","Presidents'",""
"12","regular","2025-11-15T18:00:00.000Z","false","2614","Saint Vincent","iii","Presidents'","","2849","Westminster (PA)","iii","Presidents'",""
"12","regular","2025-11-15T18:00:00.000Z","false","2686","Washington & Jefferson","iii","Presidents'","","2644","Thiel","iii","Presidents'",""
"12","regular","2025-11-15T18:00:00.000Z","false","2674","Valparaiso","fcs","Pioneer","","56","Stetson","fcs","Pioneer",""
"12","regular","2025-11-15T18:00:00.000Z","false","2700","McDaniel College","iii","Centennial","","2248","Gettysburg","iii","Centennial",""
"12","regular","2025-11-15T18:00:00.000Z","false","2702","Western New England","iii","Commonwealth Coast","","2884","Nichols College","iii","Commonwealth Coast",""
"12","regular","2025-11-15T18:00:00.000Z","false","2422","Muhlenberg","iii","Centennial","","2175","Dickinson (PA)","iii","Centennial",""
"12","regular","2025-11-15T18:00:00.000Z","false","2257","Greenville","iii","Upper Midwest","","509","Crown College","iii","Upper Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","2779","St. Lawrence","iii","Liberty League","","184","University of Rochester (NY)","iii","Liberty League",""
"12","regular","2025-11-15T18:00:00.000Z","false","471","Stevenson","iii","Mid Atlantic","","127954","Eastern University","iii","Mid Atlantic",""
"12","regular","2025-11-15T18:00:00.000Z","false","81","Springfield","iii","NEWMAC","","2951","SUNY Maritime","iii","NEWMAC",""
"12","regular","2025-11-15T18:00:00.000Z","false","2970","William Paterson","iii","New Jersey","","2818","Montclair State","iii","New Jersey",""
"12","regular","2025-11-15T18:00:00.000Z","false","124","Augsburg","iii","Minnesota","","162","Hamline University","iii","Minnesota",""
"12","regular","2025-11-15T18:00:00.000Z","false","2101","Carleton","iii","Minnesota","","2152","Concordia Moorhead","iii","Minnesota",""
"12","regular","2025-11-15T18:00:00.000Z","false","2968","Gustavus Adolphus","iii","Minnesota","","2359","Macalester","iii","Minnesota",""
"12","regular","2025-11-15T18:00:00.000Z","false","2600","Saint John's (MN)","iii","Minnesota","","133","St. Olaf","iii","Minnesota",""
"12","regular","2025-11-15T18:00:00.000Z","false","268","Lawrence University","iii","Midwest","","2891","Ripon","iii","Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","262","Lake Forest College","iii","Midwest","","80","Chicago","iii","Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","2913","Brevard College","iii","USA South","","286","North Carolina Wesleyan","iii","USA South",""
"12","regular","2025-11-15T18:00:00.000Z","false","3066","Concordia University St Paul","ii","Northern Sun","","2894","Sioux Falls","ii","Northern Sun",""
"12","regular","2025-11-15T18:00:00.000Z","false","2364","Minnesota State Mankato","ii","Northern Sun","","2817","Minnesota State Moorhead","ii","Northern Sun",""
"12","regular","2025-11-15T18:00:00.000Z","false","2169","Delaware State","fcs","MEAC","","47","Howard","fcs","MEAC",""
"12","regular","2025-11-15T18:00:00.000Z","false","2583","Southern Connecticut State","ii","Northeast 10","","126086","Post University","ii","Northeast 10",""
"12","regular","2025-11-15T18:00:00.000Z","false","2438","Nebraska-Kearney","ii","Mid America","","2118","Central Missouri","ii","Mid America",""
"12","regular","2025-11-15T18:00:00.000Z","false","455","West Virginia Wesleyan","ii","Mountain East","","2249","Glenville State","ii","Mountain East",""
"12","regular","2025-11-15T18:00:00.000Z","false","159","Dartmouth","fcs","Ivy","","172","Cornell","fcs","Ivy",""
"12","regular","2025-11-15T18:00:00.000Z","false","2963","Case Western Reserve","iii","Presidents'","","2242","Geneva","iii","Presidents'",""
"12","regular","2025-11-15T18:00:00.000Z","false","2316","Kentucky Wesleyan","ii","Great Midwest Athletic","","2646","Thomas More College","ii","Great Midwest Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","128","Northern Michigan","ii","GLIAC","","131","Wayne State (MI)","ii","GLIAC",""
"12","regular","2025-11-15T18:00:00.000Z","false","125","Grand Valley State University","ii","GLIAC","","127991","Roosevelt","ii","GLIAC",""
"12","regular","2025-11-15T18:00:00.000Z","false","199","Southeastern Oklahoma State","ii","Great American","","2191","East Central (OK)","ii","Great American",""
"12","regular","2025-11-15T18:00:00.000Z","false","2273","Hillsdale","ii","Great Midwest Athletic","","2477","Ohio Dominican","ii","Great Midwest Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","365","Alfred University","iii","Empire 8","","3110","SUNY Morrisville","iii","Empire 8",""
"12","regular","2025-11-15T18:00:00.000Z","false","308","Ashland","ii","Great Midwest Athletic","","437","Lake Erie","ii","Great Midwest Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","2919","Monmouth (IL)","iii","Midwest","","255","Knox College","iii","Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","266","Beloit","iii","Midwest","","2286","Illinois College","iii","Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","65","Grinnell","iii","Midwest","","2155","Cornell College (IA)","iii","Midwest",""
"12","regular","2025-11-15T18:00:00.000Z","false","79","Southern Illinois","fcs","MVFC","","233","South Dakota","fcs","MVFC",""
"12","regular","2025-11-15T18:00:00.000Z","false","311","Maine","fcs","CAA","","227","Rhode Island","fcs","CAA",""
"12","regular","2025-11-15T18:00:00.000Z","false","2261","Hampton","fcs","CAA","","2729","William & Mary","fcs","CAA",""
"12","regular","2025-11-15T18:00:00.000Z","false","2256","Greensboro College","iii","USA South","","291","Methodist","iii","USA South",""
"12","regular","2025-11-15T18:00:00.000Z","false","2588","Southwestern University","iii","Southern Athletic","","2757","Berry College","iii","Southern Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","3071","North Central College","iii","CCIW","","306","Illinois Wesleyan","iii","CCIW",""
"12","regular","2025-11-15T18:00:00.000Z","false","74","Millikin","iii","CCIW","","72","Elmhurst","iii","CCIW",""
"12","regular","2025-11-15T18:00:00.000Z","false","75","North Park","iii","CCIW","","396","Wheaton","iii","CCIW",""
"12","regular","2025-11-15T18:00:00.000Z","false","2042","Augustana (IL)","iii","CCIW","","143","Washington University (St. Louis)","iii","CCIW",""
"12","regular","2025-11-15T18:00:00.000Z","false","2871","Kean","iii","New Jersey","","2827","Rowan","iii","New Jersey",""
"12","regular","2025-11-15T18:00:00.000Z","false","2280","Husson","iii","Commonwealth Coast","","274","Maine Maritime","iii","Commonwealth Coast",""
"12","regular","2025-11-15T18:00:00.000Z","false","2896","Southern Virginia","iii","USA South","","548","Lagrange College","iii","USA South",""
"12","regular","2025-11-15T18:00:00.000Z","false","2651","Trine University","iii","Michigan","","126","Kalamazoo","iii","Michigan",""
"12","regular","2025-11-15T18:00:00.000Z","false","237","Union (NY)","iii","Liberty League","","2528","Rensselaer","iii","Liberty League",""
"12","regular","2025-11-15T18:00:00.000Z","false","174","Hobart College","iii","Liberty League","","2085","Buffalo State","iii","Liberty League",""
"12","regular","2025-11-15T18:00:00.000Z","false","246","Juniata College","iii","Landmark Conference","","2354","Lycoming","iii","Landmark Conference",""
"12","regular","2025-11-15T18:00:00.000Z","false","2234","Franklin & Marshall","iii","Centennial","","118","Johns Hopkins University","iii","Centennial",""
"12","regular","2025-11-15T18:00:00.000Z","false","2105","Carson-Newman College","ii","South Atlantic","","2839","Greeneville","ii","South Atlantic",""
"12","regular","2025-11-15T18:00:00.000Z","false","2331","Lenoir-Rhyne","ii","South Atlantic","","2107","Catawba","ii","South Atlantic",""
"12","regular","2025-11-15T18:00:00.000Z","false","209","Lock Haven University","ii","Pennsylvania State Athletic","","367","Gannon","ii","Pennsylvania State Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","2559","Shippensburg","ii","Pennsylvania State Athletic","","2858","PennWest California","ii","Pennsylvania State Athletic",""
"12","regular","2025-11-15T18:00:00.000Z","false","2851","Winona State","ii","Northern Sun","","2587","Southwest Minnesota State","ii","Northern Sun",""
"12","regular","2025-11-15T18:05:00.000Z","false","2188","East Stroudsburg University","ii","Pennsylvania State Athletic","","2134","Clarion","ii","Pennsylvania State Athletic",""
"12","regular","2025-11-15T18:07:00.000Z","false","89","Wabash College","iii","North Coast","","83","Depauw","iii","North Coast",""
"12","regular","2025-11-15T18:30:00.000Z","false","2362","Manchester","iii","Heartland","","2023","Anderson (IN)","iii","Heartland",""
"12","regular","2025-11-15T18:30:00.000Z","false","86","Rose-Hulman","iii","Heartland","","2419","Mount St. Joseph","iii","Heartland",""
"12","regular","2025-11-15T18:30:00.000Z","false","188","Baldwin Wallace","iii","Ohio","","191","Heidelberg","iii","Ohio",""
"12","regular","2025-11-15T18:30:00.000Z","false","2733","Wilmington (OH)","iii","Ohio","","424","Capital","iii","Ohio",""
"12","regular","2025-11-15T18:30:00.000Z","false","426","University of Mount Union","iii","Ohio","","332","Muskingum University","iii","Ohio",""
"12","regular","2025-11-15T18:30:00.000Z","false","2262","Hanover College","iii","Heartland","","2233","Franklin","iii","Heartland",""
"12","regular","2025-11-15T18:30:00.000Z","false","96","Kentucky","fbs","SEC","","2635","Tennessee Tech","fcs","Big South-OVC",""
"12","regular","2025-11-15T19:00:00.000Z","false","55","Jacksonville State","fbs","Conference USA","","338","Kennesaw State","fbs","Conference USA",""
"12","regular","2025-11-15T19:00:00.000Z","false","366","Ferrum","ii","Carolinas","","2148","Concord University","ii","Mountain East",""
"12","regular","2025-11-15T19:00:00.000Z","false","2398","Millsaps","iii","Southern Athletic","","2553","Sewanee","iii","Southern Athletic",""
"12","regular","2025-11-15T19:00:00.000Z","false","2964","Central College","iii","American Rivers","","2141","Coe College","iii","American Rivers",""
"12","regular","2025-11-15T19:00:00.000Z","false","2685","Wartburg","iii","American Rivers","","63","Buena Vista","iii","American Rivers",""
"12","regular","2025-11-15T19:00:00.000Z","false","263","Loras College","iii","American Rivers","","67","Luther","iii","American Rivers",""
"12","regular","2025-11-15T19:00:00.000Z","false","6845","Nebraska Wesleyan","iii","American Rivers","","2564","Simpson College (IA)","iii","American Rivers",""
"12","regular","2025-11-15T19:00:00.000Z","false","2810","Hardin-Simmons","iii","American Southwest","","2194","East Texas Baptist University","iii","American Southwest",""
"12","regular","2025-11-15T19:00:00.000Z","false","2758","Howard Payne","iii","American Southwest","","2371","Mary Hardin-Baylor","iii","American Southwest",""
"12","regular","2025-11-15T19:00:00.000Z","false","2888","Ouachita Baptist","ii","Great American","","2271","Henderson State","ii","Great American",""
"12","regular","2025-11-15T19:00:00.000Z","false","2911","William Jewell","ii","Great Lakes","","2876","Lincoln (MO)","ii","Great Lakes",""
"12","regular","2025-11-15T19:00:00.000Z","false","2825","Quincy","ii","Great Lakes","","2586","Southwest Baptist","ii","Great Lakes",""
"12","regular","2025-11-15T19:00:00.000Z","false","2703","Western New Mexico","ii","Lone Star","","2395","Midwestern State","ii","Lone Star",""
"12","regular","2025-11-15T19:00:00.000Z","false","2214","Emporia State University","ii","Mid America","","2231","Fort Hays State","ii","Mid America",""
"12","regular","2025-11-15T19:00:00.000Z","false","132","Bemidji State","ii","Northern Sun","","559","University of Mary","ii","Northern Sun",""
"12","regular","2025-11-15T19:00:00.000Z","false","568","Minot State","ii","Northern Sun","","134","Minnesota Duluth","ii","Northern Sun",""
"12","regular","2025-11-15T19:00:00.000Z","false","2939","Jamestown College","ii","Northern Sun","","425","Northern State","ii","Northern Sun",""
"12","regular","2025-11-15T19:00:00.000Z","false","2844","Wayne State (NE)","ii","Northern Sun","","2043","Augustana University (SD)","ii","Northern Sun",""
"12","regular","2025-11-15T19:00:00.000Z","false","613","South Dakota Mines","ii","Rocky Mountain","","2001","Adams State","ii","Rocky Mountain",""
"12","regular","2025-11-15T19:00:00.000Z","false","2237","Fort Lewis","ii","Rocky Mountain","","2146","Colorado School Of Mines","ii","Rocky Mountain",""
"12","regular","2025-11-15T19:00:00.000Z","false","2842","UVA Wise","ii","South Atlantic","","2213","Emory & Henry College","ii","South Atlantic",""
"12","regular","2025-11-15T19:00:00.000Z","false","2781","Brockport","iii","Empire 8","","390","Utica","iii","Empire 8",""
"12","regular","2025-11-15T19:00:00.000Z","false","2738","Wisconsin-Eau Claire","iii","Wisconsin","","272","Wisconsin-Platteville","iii","Wisconsin",""
"12","regular","2025-11-15T19:00:00.000Z","false","2743","Wisconsin-Stevens Pt","iii","Wisconsin","","2740","Wisconsin-Lacrosse","iii","Wisconsin",""
"12","regular","2025-11-15T19:00:00.000Z","false","271","Wisconsin-Oshkosh","iii","Wisconsin","","2745","Wisconsin-Whitewater","iii","Wisconsin",""
"12","regular","2025-11-15T19:00:00.000Z","false","2744","Wisconsin-Stout","iii","Wisconsin","","2723","Wisconsin-River Falls","iii","Wisconsin",""
"12","regular","2025-11-15T19:00:00.000Z","false","2519","Rhodes College","iii","Southern Athletic","","2121","Centre College Kentucky","iii","Southern Athletic",""
"12","regular","2025-11-15T19:00:00.000Z","false","2106","Carthage","iii","CCIW","","32","Carroll University (WI)","iii","CCIW",""
"12","regular","2025-11-15T19:00:00.000Z","false","317","Marietta","iii","Ohio","","2074","Bluffton","iii","Heartland",""
"12","regular","2025-11-15T19:00:00.000Z","false","6353","Lakeland","iii","NACC","","2832","St. Norbert","iii","NACC",""
"12","regular","2025-11-15T19:00:00.000Z","false","446","Martin Luther","iii","Upper Midwest","","2399","Minnesota Morris","iii","Upper Midwest",""
"12","regular","2025-11-15T19:00:00.000Z","false","2056","Belhaven","iii","USA South","","2938","Huntingdon College (AL)","iii","USA South",""
"12","regular","2025-11-15T19:00:00.000Z","false","2079","Bridgewater (VA)","iii","Old Dominion","","2258","Guilford College","iii","Old Dominion",""
"12","regular","2025-11-15T19:00:00.000Z","false","2283","Benedictine University","iii","NACC","","2741","Wisconsin-Lutheran","iii","NACC",""
"12","regular","2025-11-15T19:00:00.000Z","false","375","St. Scholastica","iii","Minnesota","","2802","Bethel (MN)","iii","Minnesota",""
"12","regular","2025-11-15T19:00:00.000Z","false","257","Richmond","fcs","Patriot","","322","Lafayette","fcs","Patriot",""
"12","regular","2025-11-15T19:00:00.000Z","false","2643","The Citadel","fcs","Southern","","2747","Wofford","fcs","Southern",""
"12","regular","2025-11-15T19:00:00.000Z","false","2698","West Georgia","fcs","UAC","","3101","Utah Tech","fcs","UAC",""
"12","regular","2025-11-15T19:00:00.000Z","false","2046","Austin Peay","fcs","UAC","","2535","Samford","fcs","Southern",""
"12","regular","2025-11-15T19:00:00.000Z","false","2710","Western Illinois","fcs","Big South-OVC","","2546","Southeast Missouri State","fcs","Big South-OVC",""
"12","regular","2025-11-15T19:00:00.000Z","false","2097","Campbell","fcs","CAA","","2210","Elon","fcs","CAA",""
"12","regular","2025-11-15T19:00:00.000Z","false","2630","UT Martin","fcs","Big South-OVC","","2127","Charleston Southern","fcs","Big South-OVC",""
"12","regular","2025-11-15T19:30:00.000Z","false","2634","Tennessee State","fcs","Big South-OVC","","2241","Gardner-Webb","fcs","Big South-OVC",""
"12","regular","2025-11-15T19:30:00.000Z","false","90","Pittsburg St","ii","Mid America","","138","Northwest Missouri St","ii","Mid America",""
"12","regular","2025-11-15T20:00:00.000Z","false","2382","Mercer","fcs","Southern","","236","Chattanooga","fcs","Southern",""
"12","regular","2025-11-15T20:00:00.000Z","false","2714","Western Colorado","ii","Rocky Mountain","","11","Colorado Mesa","ii","Rocky Mountain",""
"12","regular","2025-11-15T20:00:00.000Z","false","2571","South Dakota State","fcs","MVFC","","2287","Illinois State","fcs","MVFC",""
"12","regular","2025-11-15T20:00:00.000Z","false","2016","Alcorn State","fcs","SWAC","","2755","Grambling","fcs","SWAC",""
"12","regular","2025-11-15T20:00:00.000Z","false","2010","Alabama A&M","fcs","SWAC","","50","Florida A&M","fcs","SWAC",""
"12","regular","2025-11-15T20:00:00.000Z","false","2033","Arkansas Tech","ii","Great American","","2264","Harding University","ii","Great American",""
"12","regular","2025-11-15T20:00:00.000Z","false","2568","Southern Arkansas","ii","Great American","","2028","Arkansas-Monticello","ii","Great American",""
"12","regular","2025-11-15T20:00:00.000Z","false","200","Southern Nazarene","ii","Great American","","319","Oklahoma Baptist","ii","Great American",""
"12","regular","2025-11-15T20:00:00.000Z","false","2292","Indianapolis","ii","Great Lakes","","389","Upper Iowa University","ii","Great Lakes",""
"12","regular","2025-11-15T20:00:00.000Z","false","110242","West Florida","ii","Gulf South","","2673","Valdosta State","ii","Gulf South",""
"12","regular","2025-11-15T20:00:00.000Z","false","2201","Eastern New Mexico","ii","Lone Star","","2658","Texas A&M-Kingsville","ii","Lone Star",""
"12","regular","2025-11-15T20:00:00.000Z","false","137","Missouri Western","ii","Mid America","","2122","Central Oklahoma","ii","Mid America",""
"12","regular","2025-11-15T20:00:00.000Z","false","2069","Black Hills State","ii","Rocky Mountain","","2424","New Mexico Highlands","ii","Rocky Mountain",""
"12","regular","2025-11-15T20:00:00.000Z","false","2570","CSU Pueblo","ii","Rocky Mountain","","2123","Chadron St","ii","Rocky Mountain",""
"12","regular","2025-11-15T20:00:00.000Z","false","2198","Eastern Kentucky","fcs","UAC","","2000","Abilene Christian","fcs","UAC",""
"12","regular","2025-11-15T20:00:00.000Z","false","2815","Lindenwood","fcs","Big South-OVC","","2197","Eastern Illinois","fcs","Big South-OVC",""
"12","regular","2025-11-15T20:00:00.000Z","false","2916","Incarnate Word","fcs","Southland","","2545","SE Louisiana","fcs","Southland",""
"12","regular","2025-11-15T20:00:00.000Z","false","351","Wingate","ii","South Atlantic","","2369","Mars Hill","ii","South Atlantic",""
"12","regular","2025-11-15T20:00:00.000Z","false","2623","Missouri State","fbs","Conference USA","","2638","UTEP","fbs","Conference USA",""
"12","regular","2025-11-15T20:30:00.000Z","false","2440","Nevada","fbs","Mountain West","","23","San José State","fbs","Mountain West",""
"12","regular","2025-11-15T20:30:00.000Z","false","98","Western Kentucky","fbs","Conference USA","","2393","Middle Tennessee","fbs","Conference USA",""
"12","regular","2025-11-15T20:30:00.000Z","false","2449","North Dakota State","fcs","MVFC","","2460","Northern Iowa","fcs","MVFC",""
"12","regular","2025-11-15T21:00:00.000Z","false","2721","Whitworth","iii","Northwest","","2508","Puget Sound","iii","Northwest",""
"12","regular","2025-11-15T21:00:00.000Z","false","2447","Nicholls","fcs","Southland","","2466","Northwestern State","fcs","Southland",""
"12","regular","2025-11-15T21:00:00.000Z","false","2464","Northern Arizona","fcs","Big Sky","","13","Cal Poly","fcs","Big Sky",""
"12","regular","2025-11-15T21:00:00.000Z","false","2486","Pacific Lutheran","iii","Northwest","","415","NEWBERG","iii","Northwest",""
"12","regular","2025-11-15T21:00:00.000Z","false","301","San Diego","fcs","Pioneer","","2086","Butler","fcs","Pioneer",""
"12","regular","2025-11-15T21:00:00.000Z","false","205","Pacific (OR)","iii","Northwest","","2333","Lewis & Clark College","iii","Northwest",""
"12","regular","2025-11-15T21:00:00.000Z","false","2823","Northwestern Oklahoma State","ii","Great American","","2927","Southwestern Oklahoma State","ii","Great American",""
"12","regular","2025-11-15T21:00:00.000Z","false","2816","McKendree","ii","Great Lakes","","2654","Truman State","ii","Great Lakes",""
"12","regular","2025-11-15T21:00:00.000Z","false","203","Linfield College","iii","Northwest","","2930","Willamette","iii","Northwest",""
"12","regular","2025-11-15T21:00:00.000Z","false","331","Eastern Washington","fcs","Big Sky","","2458","Northern Colorado","fcs","Big Sky",""
"12","regular","2025-11-15T21:05:00.000Z","false","2848","Western Oregon","ii","Lone Star","","2120","Central Washington","ii","Lone Star",""
"12","regular","2025-11-15T21:15:00.000Z","false","2633","Tennessee","fbs","SEC","","166","New Mexico State","fbs","Conference USA",""
"12","regular","2025-11-15T22:00:00.000Z","false","2704","West Texas A&M","ii","Lone Star","","2025","Angelo State","ii","Lone Star",""
"12","regular","2025-11-15T22:00:00.000Z","false","2837","East Texas A&M","fcs","Southland","","2277","Houston Christian","fcs","Southland",""
"12","regular","2025-11-15T22:00:00.000Z","false","2229","Florida International","fbs","Conference USA","","2335","Liberty","fbs","Conference USA",""
"12","regular","2025-11-15T23:00:00.000Z","false","304","Idaho State","fcs","Big Sky","","2692","Weber State","fcs","Big Sky",""
"12","regular","2025-11-16T00:00:00.000Z","false","2377","McNeese","fcs","Southland","","292","UT Rio Grande Valley","fcs","Southland",""
"12","regular","2025-11-16T00:00:00.000Z","false","2617","Stephen F. Austin","fcs","Southland","","2320","Lamar","fcs","Southland",""
"12","regular","2025-11-16T00:00:00.000Z","false","2627","Tarleton State","fcs","UAC","","2453","North Alabama","fcs","UAC",""
"12","regular","2025-11-16T00:00:00.000Z","false","2439","UNLV","fbs","Mountain West","","328","Utah State","fbs","Mountain West",""
"12","regular","2025-11-16T01:00:00.000Z","false","110243","UT Permian Basin","ii","Lone Star","","2834","Sul Ross State","ii","Lone Star",""
"12","regular","2025-11-16T01:30:00.000Z","false","253","Southern Utah","fcs","UAC","","2110","Central Arkansas","fcs","UAC",""
"12","regular","2025-11-16T02:00:00.000Z","false","16","Sacramento State","fcs","Big Sky","","70","Idaho","fcs","Big Sky",""
"12","regular","2025-11-16T03:00:00.000Z","false","265","Washington State","fbs","Pac-12","","2348","Louisiana Tech","fbs","Conference USA",""
"12","regular","2025-11-16T03:15:00.000Z","false","147","Montana State","fcs","Big Sky","","302","UC Davis","fcs","Big Sky",""
"12","regular","2025-11-16T03:30:00.000Z","false","21","San Diego State","fbs","Mountain West","","68","Boise State","fbs","Mountain West",""
"13","regular","2025-11-19T00:00:00.000Z","false","2459","Northern Illinois","fbs","Mid-American","","2711","Western Michigan","fbs","Mid-American",""
"13","regular","2025-11-19T00:00:00.000Z","false","195","Ohio","fbs","Mid-American","","113","Massachusetts","fbs","Mid-American",""
"13","regular","2025-11-19T00:00:00.000Z","false","189","Bowling Green","fbs","Mid-American","","2006","Akron","fbs","Mid-American",""
"13","regular","2025-11-20T00:00:00.000Z","false","2084","Buffalo","fbs","Mid-American","","193","Miami (OH)","fbs","Mid-American",""
"13","regular","2025-11-20T00:00:00.000Z","false","2309","Kent State","fbs","Mid-American","","2117","Central Michigan","fbs","Mid-American",""
"13","regular","2025-11-21T00:00:00.000Z","false","2545","SE Louisiana","fcs","Southland","","2447","Nicholls","fcs","Southland",""
"13","regular","2025-11-21T00:30:00.000Z","false","2032","Arkansas State","fbs","Sun Belt","","309","Louisiana","fbs","Sun Belt",""
"13","regular","2025-11-21T00:30:00.000Z","false","2466","Northwestern State","fcs","Southland","","2617","Stephen F. Austin","fcs","Southland",""
"13","regular","2025-11-22T01:00:00.000Z","false","152","NC State","fbs","ACC","","52","Florida State","fbs","ACC",""
"13","regular","2025-11-22T03:30:00.000Z","false","2439","UNLV","fbs","Mountain West","","62","Hawai'i","fbs","Mountain West",""
"13","regular","2025-11-22T05:00:00.000Z","false","248","Houston","fbs","Big 12","","2628","TCU","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","153","North Carolina","fbs","ACC","","150","Duke","fbs","ACC",""
"13","regular","2025-11-22T05:00:00.000Z","false","24","Stanford","fbs","ACC","","25","California","fbs","ACC",""
"13","regular","2025-11-22T05:00:00.000Z","false","256","James Madison","fbs","Sun Belt","","265","Washington State","fbs","Pac-12",""
"13","regular","2025-11-22T05:00:00.000Z","false","26","UCLA","fbs","Big Ten","","264","Washington","fbs","Big Ten",""
"13","regular","2025-11-22T05:00:00.000Z","false","2116","UCF","fbs","Big 12","","197","Oklahoma State","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","254","Utah","fbs","Big 12","","2306","Kansas State","fbs","Big 12",""
"13","regular","2025-11-22T05:00:00.000Z","false","2226","Florida Atlantic","fbs","American Athletic","","41","UConn","fbs","FBS Independents",""
"13","regular","2025-11-22T05:00:00.000Z","false","68","Boise State","fbs","Mountain West","","36","Colorado State","fbs","Mountain West",""
"13","regular","2025-11-22T05:00:00.000Z","false","21","San Diego State","fbs","Mountain West","","23","San José State","fbs","Mountain West",""
"13","regular","2025-11-22T05:00:00.000Z","false","290","Georgia Southern","fbs","Sun Belt","","295","Old Dominion","fbs","Sun Belt",""
"13","regular","2025-11-22T05:00:00.000Z","false","6","South Alabama","fbs","Sun Belt","","2572","Southern Miss","fbs","Sun Belt",""
"13","regular","2025-11-22T05:00:00.000Z","false","326","Texas State","fbs","Sun Belt","","2433","UL Monroe","fbs","Sun Belt",""
"13","regular","2025-11-22T05:00:00.000Z","false","2653","Troy","fbs","Sun Belt","","2247","Georgia State","fbs","Sun Belt",""
"13","regular","2025-11-22T05:00:00.000Z","false","242","Rice","fbs","American Athletic","","249","North Texas","fbs","American Athletic",""
"13","regular","2025-11-22T05:00:00.000Z","false","218","Temple","fbs","American Athletic","","2655","Tulane","fbs","American Athletic",""
"13","regular","2025-11-22T05:00:00.000Z","false","2579","South Carolina","fbs","SEC","","324","Coastal Carolina","fbs","Sun Belt",""
